         1              2          3        4     5      6     7      8     9     10    11     12    13     14     15     16     17      18     19       20    21     22     23    24     25    26     27    28     29   30   31      32   33 34 35 36      37     38 39 40 41 42 43 44   45    46    47    48   49  50 51   52   53       54    55 56 57 58 59 60 61    62    63     64    65     66    67     68    69     70    71             72                   73                74
      SDSS J          R.A. (2000)  Dec.     z         u            g            r            i            z        A_u  log NH  FIRST    S/N    "      ROSAT   S/N    "      2MASS J      2MASS H      2MASS K      "   Flg   M_i   D(g-i) Mp SP Bl Um  BEST Flag  Lz Hz FT RT Sr St Gx  Run  R_MJD S_MJD Plate Fib Prs Col Frm  Obj TARGET Flag Lz Hz FT RT Sr St Gx   u_TARGET     g_TARGET     r_TARGET     i_TARGET     z_TARGET          BestObjID            SpecObjID         Other Name
030536.16+011412.7  46.400705   1.236883 1.4143 20.287 0.066 20.103 0.027 19.715 0.026 19.622 0.033 19.652 0.084  0.430 20.829  0.000   0.000  0.000  -9.000  0.000  0.000 17.664 0.325  0.000 0.000  0.000 0.000  0.000 18 -25.105  0.084  0  0  1  0    33554432  0  0  0  0  0  0  0  2738 52234 52616 1067  571  40  6  228  179    33554432  0  0  0  0  0  0  0 20.287 0.066 20.103 0.027 19.715 0.026 19.622 0.033 19.652 0.084   587731514228474035   300559786544463872 SDSS J030536.16+011412.7 
030542.48-074321.8  46.427040  -7.722740 1.3555 18.950 0.058 18.750 0.012 18.201 0.024 18.172 0.026 18.094 0.029  0.439 20.816 -1.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000 16.373 0.271  0.000 0.000  0.000  6 -26.458  0.190  0  1  1  0     1048578  1  0  0  0  1  0  0  1045 51465 51929  458  142  40  3   82   80           4  1  0  0  0  0  0  0 18.955 0.021 18.726 0.011 18.245 0.015 18.142 0.016 18.125 0.033   587724241228660816   129138573285785600 SDSS J030542.48-074321.8 
030543.44-010622.1  46.431029  -1.106163 2.8675 21.759 0.261 20.416 0.035 20.190 0.024 19.735 0.028 19.606 0.062  0.400 20.789 14.604  34.636  0.375  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -26.601  0.358  0  0  1  0    33554432  0  0  0  0  0  0  0  3325 52522 52203  710  285  41  1  418  111    35651584  0  0  0  0  1  0  0 21.611 0.162 20.401 0.028 20.111 0.024 19.680 0.026 19.652 0.088   588015507679084655   200071444837695488 SDSS J030543.44-010622.1 
030551.14-000557.3  46.463117  -0.099257 0.8388 19.915 0.039 19.397 0.019 19.121 0.017 19.059 0.018 18.747 0.036  0.435 20.793  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -24.415  0.224  0  1  2  0           2  1  0  0  0  0  0  0  6572 54057 52258  412  352  40  3  231   61           4  1  0  0  0  0  0  0 19.570 0.027 19.109 0.009 18.858 0.009 18.834 0.012 18.596 0.038   587747979522670653   116192138282139648 SDSS J030551.15-000557.3 
030554.65-001559.9  46.477744  -0.266661 1.4193 20.429 0.056 20.324 0.021 20.058 0.025 19.889 0.026 19.862 0.077  0.393 20.793  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -24.831  0.059  0  0  1  0    34603008  0  0  0  0  1  0  0  3325 52522 52205  709   71  41  3  418  283     1048576  0  0  0  0  1  0  0 20.190 0.051 20.328 0.023 19.972 0.020 19.807 0.025 19.850 0.098   588015508752826651   199789977553338368 SDSS J030554.65-001559.9 
030555.41+002153.1  46.480884   0.364768 0.4020 20.069 0.051 19.746 0.026 19.572 0.020 19.308 0.021 18.838 0.057  0.394 20.801  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000 16.675 0.263 16.138 0.285  0.000  8 -22.366  0.225  1  0  1  0    33554432  0  0  0  0  0  0  0  2738 52234 52318  803  336  40  4  229  102    33554432  0  0  0  0  0  0  0 20.069 0.051 19.746 0.026 19.572 0.020 19.308 0.021 18.838 0.057   587731513154797670   226249111806935040 SDSS J030555.41+002153.1 
030556.81+005701.7  46.486741   0.950487 0.9003 19.722 0.038 19.385 0.020 19.170 0.020 19.181 0.022 19.018 0.045  0.418 20.822  0.000   0.000  0.000  -9.000  0.000  0.000 17.850 0.360 17.132 0.338  0.000 0.000  0.000 24 -24.458  0.041  1  0  1  0           2  1  0  0  0  0  0  0  3325 52522 52205  709  614  41  6  418  107           2  1  0  0  0  0  0  0 19.722 0.038 19.385 0.020 19.170 0.020 19.181 0.022 19.018 0.045   588015510363439211   199789979830845440 SDSS J030556.81+005701.7 
030557.29+005357.8  46.488727   0.899403 2.8602 21.604 0.141 20.556 0.028 20.316 0.028 20.174 0.035 20.275 0.119  0.415 20.820  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -26.162  0.059  0  0  1  0           0  0  0  0  0  0  0  0  3325 52522 53386 2068  371  41  6  418  183           0  0  0  0  0  0  0  0 21.604 0.141 20.556 0.028 20.316 0.028 20.174 0.035 20.275 0.119   588015510363439287   582319544517787648 SDSS J030557.29+005357.8 
030559.22-003617.1  46.496781  -0.604762 1.3777 20.369 0.071 19.955 0.041 19.640 0.025 19.501 0.023 19.487 0.071  0.404 20.792  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -25.153  0.071  0  0  1  0    34603008  0  0  0  0  1  0  0  2738 52234 52205  709   67  40  2  229  140     1048576  0  0  0  0  1  0  0 20.320 0.048 19.869 0.015 19.633 0.016 19.538 0.021 19.529 0.080   587731512081055884   199789977536561152 SDSS J030559.22-003617.1 
030600.30-063400.3  46.501259  -6.566754 0.6805 19.656 0.037 19.361 0.021 19.347 0.028 19.185 0.024 19.144 0.068  0.342 20.789 -1.000   0.000  0.000  -2.456  2.500 13.130 17.479 0.341  0.000 0.000  0.000 0.000  0.000 18 -23.744  0.082  0  1  1  0     1048578  1  0  0  0  1  0  0  1729 51813 51929  458  576  40  6  391   85     1048580  1  0  0  0  1  0  0 19.617 0.036 19.372 0.017 19.350 0.017 19.171 0.019 19.173 0.069   587727180617154645   129138575106113536 SDSS J030600.30-063400.3 
030600.41+010145.5  46.501733   1.029312 2.1912 19.269 0.030 18.852 0.019 18.658 0.019 18.518 0.019 18.312 0.029  0.415 20.824  0.000   0.000  0.000  -9.000  0.000  0.000 17.319 0.285  0.000 0.000  0.000 0.000  0.000 18 -27.220  0.081  0  1  1  0     1048578  1  0  0  0  1  0  0  3325 52522 51817  411  618  41  6  418  110     1179652  1  0  0  0  1  1  0 19.031 0.023 18.685 0.007 18.583 0.008 18.506 0.011 18.271 0.028   588015510363439214   115908770340536320 SDSS J030600.41+010145.4 
030601.49+004658.5  46.506246   0.782941 0.9444 22.382 0.295 21.147 0.046 19.828 0.026 19.286 0.027 18.674 0.038  0.405 20.817  0.000   0.000  0.000  -9.000  0.000  0.000 17.308 0.192 16.659 0.220 15.799 0.218  0.746 13 -24.464  1.660  0  0  1  0           0  0  0  0  0  0  0  0  2738 52234 52931 1514  329  40  5  229  182           0  0  0  0  0  0  0  0 22.382 0.295 21.147 0.046 19.828 0.026 19.286 0.027 18.674 0.038   587731513691668662   426380453033803776 SDSS J030601.49+004658.5 
030602.07+011345.9  46.508629   1.229444 1.5119 19.160 0.028 18.919 0.019 18.779 0.018 18.567 0.018 18.509 0.032  0.429 20.831  0.000   0.000  0.000  -9.000  0.000  0.000 17.158 0.264  0.000 0.000 16.155 0.288  0.000 20 -26.317 -0.051  0  0  2  0           2  1  0  0  0  0  0  0  5066 53353 52616 1067  609  40  5   17   31           2  1  0  0  0  0  0  0 19.160 0.028 18.919 0.019 18.779 0.018 18.567 0.018 18.509 0.032   587741512361639967   300559786703847424 SDSS J030602.06+011346.0 
030608.24+002356.2  46.534355   0.398961 1.1701 19.687 0.038 19.577 0.025 19.454 0.020 19.478 0.023 19.424 0.085  0.405 20.806  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000 15.938 0.276  0.000  2 -24.788 -0.291  0  0  1  0    34603008  0  0  0  0  1  0  0  2738 52234 52205  709  638  40  4  229  118     1179648  0  0  0  0  1  1  0 19.697 0.031 19.597 0.012 19.364 0.013 19.387 0.019 19.350 0.089   587731513154797686   199789979931508736 SDSS J030608.24+002356.2 
030608.33-083800.9  46.534716  -8.633586 1.5491 20.096 0.047 19.703 0.021 19.349 0.019 19.040 0.020 18.952 0.052  0.553 20.810 -1.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -25.951  0.206  0  1  1  0           2  1  0  0  0  0  0  0  1729 51813 51929  458   49  40  1  389   90           4  1  0  0  0  0  0  0 20.132 0.047 19.707 0.020 19.334 0.018 18.999 0.016 18.944 0.051   587727177932669018   129138572895715328 SDSS J030608.33-083800.8 
030608.66-070734.0  46.536102  -7.126119 1.1116 19.301 0.030 19.029 0.024 18.685 0.017 18.714 0.022 18.592 0.045  0.422 20.802 -1.000   0.000  0.000  -9.000  0.000  0.000 17.138 0.289 16.541 0.264  0.000 0.000  0.000 24 -25.436 -0.005  0  1  1  0           2  1  0  0  0  0  0  0  1045 51465 51929  458  546  40  4   83   57           4  1  0  0  0  0  0  0 19.253 0.024 19.005 0.025 18.699 0.022 18.698 0.013 18.605 0.043   587724241765597241   129138574980284416 SDSS J030608.66-070734.0 
030610.46-062738.7  46.543618  -6.460752 1.0158 19.365 0.029 19.334 0.020 19.128 0.025 19.281 0.028 19.245 0.070  0.327 20.786 -1.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -24.613 -0.180  0  1  1  0    33554432  0  0  0  0  0  0  0  1045 51465 51929  458  569  40  6   84   33           5  1  1  0  0  0  0  0 19.229 0.028 19.287 0.013 19.055 0.015 19.292 0.029 19.179 0.069   587724242839404577   129138575076753408 SDSS J030610.46-062738.7 
030611.05+054112.6  46.546077   5.686858 1.1024 21.057 0.100 20.277 0.024 19.788 0.023 19.729 0.030 19.411 0.083  0.906 21.020 -1.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -24.597  0.062  0  0  1  0           0  0  0  0  0  0  0  0  5065 53353 53727 2322   15  40  4  183  179           0  0  0  0  0  0  0  0 21.057 0.100 20.277 0.024 19.788 0.023 19.729 0.030 19.411 0.083   587741507540680883   653815651692969984                          
030613.84+010535.9  46.557667   1.093326 0.9394 20.215 0.055 20.048 0.035 19.854 0.024 19.767 0.030 19.490 0.079  0.394 20.827  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -23.965  0.083  0  0  1  0    33554432  0  0  0  0  0  0  0  2738 52234 53741 1513  617  40  6  229  166    33554432  0  0  0  0  0  0  0 20.215 0.055 20.048 0.035 19.854 0.024 19.767 0.030 19.490 0.079   587731514228539558   426102458188562432                          
030614.42+003306.6  46.560096   0.551835 3.2934 24.421 1.362 20.904 0.034 20.514 0.032 20.211 0.037 19.966 0.124  0.414 20.812  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -26.435  0.150  0  0  2  0           1  0  1  0  0  0  0  0  5066 53353 52205  709  625  40  4   14  354           1  0  1  0  0  0  0  0 24.421 1.362 20.904 0.034 20.514 0.032 20.211 0.037 19.966 0.124   587741511824572770   199789979876982784 SDSS J030614.41+003306.6 
030615.28-075059.7  46.563692  -7.849941 0.8687 19.372 0.034 18.930 0.019 18.741 0.030 18.849 0.018 18.787 0.049  0.478 20.817 -1.000   0.000  0.000  -9.000  0.000  0.000 17.120 0.279  0.000 0.000  0.000 0.000  0.000 18 -24.728 -0.054  0  1  1  0           2  1  0  0  0  0  0  0  1729 51813 51929  458  114  40  3  390   76           4  1  0  0  0  0  0  0 19.377 0.028 18.892 0.017 18.720 0.015 18.834 0.016 18.774 0.046   587727179006476364   129138573168345088 SDSS J030615.28-075059.8 
030621.58+004547.3  46.589925   0.763145 1.9572 20.373 0.056 20.220 0.029 20.071 0.029 19.949 0.037 19.838 0.124  0.412 20.819  0.000   0.000  0.000  -9.000  0.000  0.000 17.746 0.376  0.000 0.000  0.000 0.000  0.000 18 -25.529 -0.027  0  0  1  0    34603008  0  0  0  0  1  0  0  2738 52234 52203  710  324  40  5  229  166     1048576  0  0  0  0  1  0  0 20.582 0.055 20.380 0.021 20.218 0.024 20.015 0.035 19.854 0.113   587731513691668646   200071445001273344 SDSS J030621.58+004547.3 
030622.12-070212.2  46.592206  -7.036726 1.3410 20.156 0.047 20.207 0.023 19.818 0.026 19.760 0.031 19.901 0.111  0.417 20.800 -1.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -24.836  0.047  0  1  1  0    34603008  0  0  0  0  1  0  0  1729 51813 51929  458  547  40  5  391   93    34603008  0  0  0  0  1  0  0 20.138 0.046 20.178 0.022 19.815 0.021 19.747 0.032 19.912 0.111   587727180080283741   129138574984478720 SDSS J030622.13-070212.2 
030627.51-001816.3  46.614626  -0.304538 1.5365 20.825 0.071 20.637 0.025 20.437 0.026 20.121 0.031 19.906 0.083  0.354 20.797  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -24.771  0.113  0  0  1  0    33554432  0  0  0  0  0  0  0  3325 52522 52616 1067   67  41  3  419  158    33554432  0  0  0  0  0  0  0 20.825 0.071 20.637 0.025 20.437 0.026 20.121 0.031 19.906 0.083   588015508752892062   300559784430534656 SDSS J030627.50-001816.3 
030628.60-010318.5  46.619171  -1.055158 1.5619 19.351 0.028 18.927 0.028 18.592 0.016 18.306 0.017 18.245 0.026  0.360 20.787  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -26.627  0.228  0  1  1  0     1048578  1  0  0  0  1  0  0  3325 52522 51817  411    2  41  1  419   86     1179652  1  0  0  0  1  1  0 19.267 0.024 18.901 0.009 18.557 0.007 18.216 0.008 18.240 0.027   588015507679150166   115908767756845056 SDSS J030628.59-010318.5 
030629.66+010652.1  46.623605   1.114488 2.0006 20.620 0.082 20.402 0.035 20.198 0.032 20.120 0.041 19.900 0.108  0.395 20.830  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -25.401  0.026  0  0  1  0    34603008  0  0  0  0  1  0  0  2738 52234 52616 1067  607  40  6  230  116    34603008  0  0  0  0  1  0  0 20.620 0.082 20.402 0.035 20.198 0.032 20.120 0.041 19.900 0.108   587731514228605044   300559786695458816 SDSS J030629.66+010652.1 
030634.28+005023.8  46.642847   0.839956 1.0321 20.390 0.063 20.226 0.030 19.900 0.023 19.983 0.029 19.773 0.094  0.420 20.823  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -23.987 -0.040  0  0  1  0    34603008  0  0  0  0  1  0  0  3325 52522 52616 1067  620  41  6  419  203    34603008  0  0  0  0  1  0  0 20.390 0.063 20.226 0.030 19.900 0.023 19.983 0.029 19.773 0.094   588015510363504843   300559786749984768 SDSS J030634.28+005023.8 
030634.70-061447.4  46.644625  -6.246517 1.3861 20.595 0.068 20.292 0.026 19.945 0.031 19.865 0.037 19.934 0.137  0.364 20.781 -1.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -24.788  0.044  0  1  1  0    34603008  0  0  0  0  1  0  0  1045 51465 51929  458  561  40  6   85  109    34603008  0  0  0  0  1  0  0 20.480 0.066 20.281 0.023 19.954 0.028 19.843 0.039 19.886 0.138   587724242839470189   129138575043198976 SDSS J030634.71-061447.4 
030639.57+000343.1  46.664908   0.061987 0.1074 17.718 0.017 17.337 0.023 17.106 0.013 16.585 0.012 16.545 0.018  0.428 20.804 14.925  26.463  0.617  -1.130  3.661  9.350  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -22.013  0.112  1  1  2  0        7234  1  0  0  1  0  0  1  5066 53353 52258  412  400  40  3   12   56        7748  1  0  0  1  0  0  1 18.020 0.011 17.631 0.004 17.270 0.003 16.710 0.003 16.505 0.009   587741511287570488   116192138483466240 2MASX J03063958+0003426  
030639.63+000723.9  46.665155   0.123320 2.1666 19.766 0.036 19.406 0.019 19.319 0.022 19.210 0.025 19.049 0.050  0.424 20.805  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -26.506 -0.048  0  0  1  0     1048578  1  0  0  0  1  0  0  3325 52522 52205  709  634  41  4  419   54     1048576  0  0  0  0  1  0  0 19.884 0.040 19.679 0.014 19.568 0.015 19.449 0.019 19.130 0.075   588015509289762870   199789979914731520 SDSS J030639.63+000723.9 
030641.29-081336.4  46.672059  -8.226803 1.3101 20.630 0.076 20.524 0.029 20.220 0.030 20.214 0.037 20.191 0.145  0.485 20.816 -1.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -24.354 -0.107  0  1  1  0    33554432  0  0  0  0  0  0  0  1729 51813 51929  458  107  40  2  390  131    34603008  0  0  0  0  1  0  0 20.631 0.075 20.476 0.027 20.233 0.027 20.187 0.036 20.142 0.143   587727178469605507   129138573138984960 SDSS J030641.29-081336.4 
030641.67+000108.1  46.673635   0.018932 1.3984 20.021 0.046 19.876 0.021 19.652 0.024 19.527 0.027 19.519 0.073  0.424 20.803  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -25.171 -0.041  0  0  1  0    34603008  0  0  0  0  1  0  0  3325 52522 52205  709   35  41  4  419  131     1048576  0  0  0  0  1  0  0 20.074 0.046 19.929 0.016 19.659 0.015 19.557 0.021 19.412 0.094   588015509289762947   199789977402343424                          
030643.37-004549.1  46.680735  -0.763645 0.5542 21.517 0.154 20.252 0.026 19.691 0.022 19.050 0.016 18.820 0.035  0.368 20.792  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000 15.859 0.244  0.000  2 -23.390  1.009  0  0  1  0           0  0  0  0  0  0  0  0  3325 52522 53386 2068  216  41  2  420  195           0  0  0  0  0  0  0  0 21.517 0.154 20.252 0.026 19.691 0.022 19.050 0.016 18.820 0.035   588015508216086723   582319543867670528 SDSS J030643.37-004549.0 
030653.25-070341.8  46.721885  -7.061638 1.0749 19.887 0.041 19.710 0.022 19.391 0.021 19.368 0.027 19.359 0.068  0.485 20.800 -1.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -24.726  0.016  0  1  1  0    34603008  0  0  0  0  1  0  0  1729 51813 51929  458  581  40  5  392  105     1048580  1  0  0  0  1  0  0 19.900 0.041 19.679 0.016 19.380 0.019 19.347 0.024 19.356 0.068   587727180080349289   129138575127085056 SDSS J030653.25-070341.8 
030657.64+000610.7  46.740189   0.102978 0.7843 21.267 0.112 20.707 0.038 20.359 0.028 19.993 0.029 19.760 0.088  0.409 20.808  0.000   0.000  0.000  -9.000  0.000  0.000 17.343 0.308  0.000 0.000  0.000 0.000  0.000 18 -23.308  0.644  1  0  1  0    33554432  0  0  0  0  0  0  0  3325 52522 52205  709  639  41  4  420  176    33554432  0  0  0  0  0  0  0 21.267 0.112 20.707 0.038 20.359 0.028 19.993 0.029 19.760 0.088   588015509289828528   199789979935703040 SDSS J030657.64+000610.7 
030702.28+002645.3  46.759523   0.445926 0.4763 21.086 0.082 20.614 0.028 20.517 0.029 20.139 0.032 19.800 0.072  0.573 20.817  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -22.017  0.187  0  0  1  0    33554432  0  0  0  0  0  0  0  3325 52522 52205  709  633  41  5  420  155    33554432  0  0  0  0  0  0  0 21.086 0.082 20.614 0.028 20.517 0.029 20.139 0.032 19.800 0.072   588015509826699419   199789979910537216 SDSS J030702.28+002645.3 
030704.78-003431.0  46.769950  -0.575304 2.1246 20.795 0.101 20.431 0.056 20.145 0.027 20.024 0.031 19.688 0.080  0.364 20.797  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -25.623  0.153  0  0  1  0    34603008  0  0  0  0  1  0  0  2738 52234 52205  709   28  40  2  230  206     1048576  0  0  0  0  1  0  0 20.664 0.063 20.276 0.020 20.068 0.021 19.952 0.029 19.936 0.120   587731512081121486   199789977372983296 SDSS J030704.78-003431.0 
030705.80-082114.0  46.774203  -8.353900 1.8409 20.729 0.076 20.523 0.031 20.333 0.043 20.137 0.048 19.928 0.130  0.500 20.816 -1.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -25.235 -0.017  0  1  1  0    33554432  0  0  0  0  0  0  0  1045 51465 51929  458   20  40  1   84  178    34603008  0  0  0  0  1  0  0 20.780 0.080 20.496 0.030 20.344 0.034 20.110 0.056 19.904 0.129   587724240155050162   129138572774080512 SDSS J030705.81-082114.0 
030707.10-004901.5  46.779587  -0.817101 3.2009 25.441 0.958 21.088 0.039 20.638 0.034 20.443 0.036 20.351 0.112  0.351 20.792  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -26.115  0.189  0  0  1  0           0  0  0  0  0  0  0  0  3325 52522 52203  710  243  41  2  420  350           0  0  0  0  0  0  0  0 25.441 0.958 21.088 0.039 20.638 0.034 20.443 0.036 20.351 0.112   588015508216086878   200071444661534720 SDSS J030707.09-004901.5 
030707.40-000424.0  46.780844  -0.073350 0.6641 20.168 0.056 19.698 0.030 19.534 0.029 19.302 0.023 19.298 0.058  0.329 20.807  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -23.562  0.290  0  0  1  0    33554432  0  0  0  0  0  0  0  2738 52234 52205  709   40  40  3  231  151    33554432  0  0  0  0  0  0  0 20.168 0.056 19.698 0.030 19.534 0.029 19.302 0.023 19.298 0.058   587731512618057879   199789977423314944 SDSS J030707.40-000424.0 
030707.45-001601.4  46.781080  -0.267072 3.7096 23.827 1.060 21.354 0.048 20.181 0.026 20.028 0.029 19.816 0.085  0.323 20.803  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000 16.062 0.287  0.000  2 -26.840  0.096  0  0  2  0           1  0  1  0  0  0  0  0  5066 53353 52205  709   25  40  2   11  152           1  0  1  0  0  0  0  0 23.827 1.060 21.354 0.048 20.181 0.026 20.028 0.029 19.816 0.085   587741511019069592   199789977360400384 SDSS J030707.45-001601.4 
030710.55-005445.5  46.793961  -0.912657 2.1793 21.251 0.153 21.028 0.047 20.495 0.034 20.176 0.037 19.652 0.085  0.350 20.790  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -25.523  0.629  0  0  1  0    33554432  0  0  0  0  0  0  0  2738 52234 52616 1067    9  40  1  231  235    33554432  0  0  0  0  0  0  0 21.251 0.153 21.028 0.047 20.495 0.034 20.176 0.037 19.652 0.085   587731511544316139   300559784187265024 SDSS J030710.55-005445.5 
030712.56-001645.7  46.802375  -0.279377 1.8809 20.441 0.055 20.326 0.027 20.173 0.027 19.952 0.025 19.997 0.089  0.325 20.803  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -25.399  0.048  0  0  1  0    34603008  0  0  0  0  1  0  0  3325 52522 52205  709   27  41  3  420  154     1048576  0  0  0  0  1  0  0 20.420 0.062 20.363 0.023 20.268 0.025 20.001 0.030 20.025 0.119   588015508752957594   199789977368788992 SDSS J030712.56-001645.7 
030712.64-010246.6  46.802667  -1.046298 1.5906 20.570 0.084 20.409 0.033 20.443 0.033 20.158 0.039 20.211 0.139  0.341 20.787  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -24.809 -0.112  0  0  1  0    34603008  0  0  0  0  1  0  0  2738 52234 52616 1067    5  40  1  231   97    34603008  0  0  0  0  1  0  0 20.570 0.084 20.409 0.033 20.443 0.033 20.158 0.039 20.211 0.139   587731511544316001   300559784170487808 SDSS J030712.63-010246.6 
030714.88-064223.7  46.812016  -6.706599 1.6723 20.257 0.050 20.151 0.023 20.143 0.036 19.783 0.042 19.739 0.106  0.399 20.791 -1.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -25.325 -0.008  0  1  1  0    34603008  0  0  0  0  1  0  0  1045 51465 51929  458  615  40  5   85  193    34603008  0  0  0  0  1  0  0 20.247 0.054 20.143 0.021 20.190 0.031 19.735 0.044 19.731 0.104   587724242302599361   129138575269691392 SDSS J030714.88-064223.7 
030717.77-073616.4  46.824076  -7.604573 1.4654 20.259 0.053 20.165 0.025 19.893 0.027 19.651 0.030 19.761 0.113  0.519 20.812 -1.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -25.196  0.081  0  1  1  0    34603008  0  0  0  0  1  0  0  1045 51465 51929  458  595  40  3   85  124    34603008  0  0  0  0  1  0  0 20.234 0.049 20.111 0.021 19.910 0.024 19.639 0.026 19.801 0.114   587724241228857468   129138575185805312 SDSS J030717.77-073616.4 
030719.45+002554.9  46.831061   0.431919 1.5855 21.561 0.126 21.106 0.038 20.674 0.032 20.366 0.038 20.342 0.113  0.546 20.820  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -24.677  0.297  0  0  1  0           0  0  0  0  0  0  0  0  3325 52522 52616 1067  624  41  5  421  253           0  0  0  0  0  0  0  0 21.561 0.126 21.106 0.038 20.674 0.032 20.366 0.038 20.342 0.113   588015509826765053   300559786766761984 SDSS J030719.45+002554.9 
030719.91+004538.7  46.832973   0.760773 1.9033 19.896 0.049 19.727 0.024 19.513 0.024 19.078 0.020 18.943 0.041  0.534 20.827  0.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000 16.703 0.287  0.000 0.000  0.000  6 -26.385  0.273  0  1  2  0     1048578  1  0  0  0  1  0  0  7264 54466 52258  412  337  40  3  187   84           4  1  0  0  0  0  0  0 19.661 0.028 19.488 0.014 19.293 0.012 18.923 0.014 18.788 0.045   587750951637155924   116192138219225088 SDSS J030719.91+004538.7 
030720.99-074023.4  46.837480  -7.673174 1.7511 20.253 0.053 20.158 0.026 20.122 0.030 19.909 0.034 19.759 0.112  0.549 20.814 -1.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -25.367 -0.150  0  1  1  0    34603008  0  0  0  0  1  0  0  1045 51465 51924  459  310  40  3   85  130    34603008  0  0  0  0  1  0  0 20.228 0.049 20.125 0.021 20.112 0.027 19.853 0.031 19.736 0.109   587724241228857474   129420027492302848 SDSS J030720.99-074023.4 
030723.41-074324.5  46.847578  -7.723481 1.6623 21.044 0.106 20.457 0.036 20.355 0.032 20.163 0.040 19.766 0.099  0.578 20.816 -1.000   0.000  0.000  -9.000  0.000  0.000  0.000 0.000  0.000 0.000  0.000 0.000  0.000  0 -25.004 -0.115  0  1  1  0           0  0  0  0  0  0  0  0  1729 51813 51929  458   78  40  3  392  155     1048576  0  0  0  0  1  0  0 21.055 0.103 20.413 0.024 20.357 0.030 20.142 0.036 19.797 0.103   587727179006607515   129138573017350144 SDSS J030723.41-074324.5 
